population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower,cause_group
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2000,491.5189772770623,568.8758873194913,428.0568382358286,CMNN
1,All Population,1,Deaths,15,Myanmar,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1997,1074.7965483545984,1165.8162864953963,981.3875751363825,NCD
1,All Population,1,Deaths,20,Vietnam,3,Both,27,Age-standardized,294,All causes,3,Rate,1998,793.93044754151,816.5547175107765,771.7294515128914,All
1,All Population,1,Deaths,20,Vietnam,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1998,150.45981879432995,175.35277148138243,131.47967335136673,CMNN
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,294,All causes,3,Rate,1995,853.4269695880529,873.2186728293683,830.9829466942003,All
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1995,75.27811823839865,86.59717628927318,63.788045893585576,CMNN
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,687,Injuries,3,Rate,2001,85.91957386727044,103.59477698800944,66.70716137228708,Injuries
1,All Population,1,Deaths,20,Vietnam,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,2001,529.9816102809145,558.6965735587639,500.4512501507491,NCD
1,All Population,1,Deaths,12,Lao PDR,3,Both,27,Age-standardized,294,All causes,3,Rate,1997,1791.468806494435,1853.1489505342192,1727.152179441981,All
1,All Population,1,Deaths,12,Lao PDR,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1997,916.9115555529008,1026.2214783422412,818.7754218551192,CMNN
1,All Population,1,Deaths,20,Vietnam,3,Both,27,Age-standardized,294,All causes,3,Rate,2000,762.4770690821622,787.5831770949407,737.2577374011283,All
1,All Population,1,Deaths,20,Vietnam,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2000,136.13779085518212,157.61704677316715,119.6302581406442,CMNN
1,All Population,1,Deaths,69,Singapore,3,Both,27,Age-standardized,687,Injuries,3,Rate,1990,36.285128897974936,37.93061777508502,34.60781284113529,Injuries
1,All Population,1,Deaths,10,Cambodia,3,Both,27,Age-standardized,687,Injuries,3,Rate,2002,82.24524701067571,99.49329917957964,64.0794414907953,Injuries
1,All Population,1,Deaths,15,Myanmar,3,Both,27,Age-standardized,294,All causes,3,Rate,1998,1664.647233644184,1731.5631399804147,1602.4880038469105,All
